jump line 1
1.25000 0.00000 0.00002
1.25500 0.00000 0.00003
1.26000 0.00000 0.00007
1.26500 0.00000 0.00024
1.27000 0.00000 0.00082
1.27500 0.00000 0.00285
1.28000 0.00000 0.01002
1.28500 0.00000 0.03523
1.29000 0.00000 0.12474
1.29500 0.00000 0.35831
1.30000 0.00000 0.64008
1.30500 1.00000 0.86195
1.31000 1.00000 0.97749
1.31500 1.00000 0.99164
1.32000 1.00000 0.99793
1.32500 1.00000 0.99934
1.33000 1.00000 0.99975
1.33500 1.00000 0.99980
1.34000 1.00000 0.99982
1.34500 1.00000 0.99982
1.35000 1.00000 0.99982
1.35500 1.00000 0.99981
1.36000 1.00000 0.99977
1.36500 1.00000 0.99961
1.37000 1.00000 0.99904
1.37500 1.00000 0.99702
1.38000 1.00000 0.98989
1.38500 1.00000 0.96478
1.39000 1.00000 0.87481
1.39500 1.00000 0.64303
1.40000 1.00000 0.36082
1.40500 0.00000 0.13514
1.41000 0.00000 0.02601
1.41500 0.00000 0.00842
1.42000 0.00000 0.00131
1.42500 0.00000 0.00051
1.43000 0.00000 0.00015
1.43500 0.00000 0.00004
1.44000 0.00000 0.00002
1.44500 0.00000 0.00001
1.45000 0.00000 0.00001
1.45500 0.00000 0.00001
1.46000 0.00000 0.00001
1.46500 0.00000 0.00001
1.47000 0.00000 0.00001
1.47500 0.00000 0.00002
1.48000 0.00000 0.00004
1.48500 0.00000 0.00012
1.49000 0.00000 0.00039
1.49500 0.00000 0.00136
1.50000 0.00000 0.00478
1.50500 0.10000 0.01687
1.51000 0.20000 0.05939
1.51500 0.30000 0.20210
1.52000 0.40000 0.43355
1.52500 0.50000 0.65396
1.53000 0.60000 0.77574
1.53500 0.70000 0.80993
1.54000 0.80000 0.81425
1.54500 0.90000 0.81585
1.55000 1.00000 0.81587
1.55500 0.90000 0.81550
1.56000 0.80000 0.81343
1.56500 0.70000 0.80488
1.57000 0.60000 0.77291
1.57500 0.50000 0.66090
1.58000 0.40000 0.43610
1.58500 0.30000 0.21573
1.59000 0.20000 0.05714
1.59500 0.10000 0.01530
1.60000 0.00000 0.00273
1.60500 0.00000 0.00087
1.61000 0.00000 0.00017
1.61500 0.00000 0.00004
1.62000 0.00000 0.00002
1.62500 0.00000 0.00001
1.63000 0.00000 0.00001
1.63500 0.00000 0.00000
1.64000 0.00000 0.00000
1.64500 0.00000 0.00000
1.65000 0.00000 0.00000
1.65500 0.00000 0.00001
1.66000 0.00000 0.00001
1.66500 0.00000 0.00001
1.67000 0.00000 0.00003
1.67500 0.00000 0.00011
1.68000 0.00000 0.00037
1.68500 0.00000 0.00130
1.69000 0.00000 0.00458
1.69500 0.00000 0.01610
1.70000 0.00000 0.05653
1.70500 0.43589 0.19740
1.71000 0.60000 0.46050
1.71500 0.71414 0.72847
1.72000 0.80000 0.90844
1.72500 0.86603 0.96849
1.73000 0.91652 0.97857
1.73500 0.95394 0.98225
1.74000 0.97980 0.98266
1.74500 0.99499 0.98282
1.75000 1.00000 0.98282
1.75500 0.99499 0.98276
1.76000 0.97980 0.98249
1.76500 0.95394 0.98138
1.77000 0.91652 0.97723
1.77500 0.86603 0.96235
1.78000 0.80000 0.90921
1.78500 0.71414 0.73783
1.79000 0.60000 0.46141
1.79500 0.43589 0.20855
1.80000 0.00000 0.05357
1.80500 0.00000 0.01006
1.81000 0.00000 0.00336
1.81500 0.00000 0.00068
1.82000 0.00000 0.00020
1.82500 0.00000 0.00004
1.83000 0.00000 0.00001
1.83500 0.00000 0.00000
1.84000 0.00000 0.00000
1.84500 0.00000 0.00000
1.85000 0.00000 0.00000
1.85500 0.00000 0.00000
1.86000 0.00000 0.00000
1.86500 0.00000 0.00000
1.87000 0.00000 0.00000
1.87500 0.00000 0.00000
1.88000 0.00000 0.00000
1.88500 0.00000 0.00000
1.89000 0.00000 0.00000
1.89500 0.00000 0.00000
1.90000 0.00000 0.00000
1.90500 0.00000 0.00000
1.91000 0.00000 0.00000
1.91500 0.00000 0.00000
1.92000 0.00000 0.00000
1.92500 0.00000 0.00000
1.93000 0.00000 0.00000
1.93500 0.00000 0.00000
1.94000 0.00000 0.00000
1.94500 0.00000 0.00000
1.95000 0.00000 0.00000
1.95500 0.00000 0.00000
1.96000 0.00000 0.00000
1.96500 0.00000 0.00000
1.97000 0.00000 0.00000
1.97500 0.00000 0.00000
1.98000 0.00000 0.00000
1.98500 0.00000 0.00000
1.99000 0.00000 0.00000
1.99500 0.00000 0.00000
2.00000 0.00000 0.00000
